TokenBody,ExampleToken,FieldKey,PlainEnglishMeaning,Confidence,ContextTags,Source,SourcePath,Notes,ExampleAbilityIds
VAL0_COM_3_RADI_FEET,COM_1_VAL0_COM_3_RADI_FEET,Value[0],"Read component slot 1 (component id 1244), then read the selected component's Value[0] field and render it as the same presentation as `COM_3_RADI_FEET` (read component slot 3, then read the selected component's Radius field and format it as feet) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 1 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage; example ability ids 1364; example text: ""A brutal attack that deals {COM_0_VAL0_DAMAGE} to your target and inspires you to push the attack, increasing your Strength by {COM_1_VAL0_COM_0_VAL0} for {COM_1_VAL0_COM_0_DURA_SECONDS}. Will also affect your Oath Fr..."".",1364
VAL0_COM_3_VAL0,COM_1_VAL0_COM_3_VAL0,Value[0],"Read component slot 1 (component id 1244), then read the selected component's Value[0] field and render it as the same presentation as `COM_3_VAL0` (read component slot 3, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context",Confirmed,Damage Snare,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 3 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage, Snare; example ability ids 1364, 1774, 9324; example text: ""A brutal attack that deals {COM_0_VAL0_DAMAGE} to your target and inspires you to push the attack, increasing your Strength by {COM_1_VAL0_COM_0_VAL0} for {COM_1_VAL0_COM_0_DURA_SECONDS}. Will also affect your Oath Fr..."".",1364 1774 9324
VAL0_COM_3_VAL0_DAMAGE,COM_2_VAL0_COM_3_VAL0_DAMAGE,Value[0],"Read component slot 2 (component id 1397), then read the selected component's Value[0] field and render it as the same presentation as `COM_3_VAL0_DAMAGE` (read component slot 3, then read the selected component's Value[0] field and render it as damage in this text context) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 2 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage; example ability ids 1382, 1759; example text: ""You declare that this is where you're making your stand, and nothing will make you change your mind. You are almost guaranteed to block up to the next 4 attacks made against you within {COM_0_DURA_SECONDS}, and you wi..."".",1382 1759
VAL0_COM_4_RADI_FEET,COM_1_VAL0_COM_4_RADI_FEET,Value[0],"Read component slot 1 (component id 12952), then read the selected component's Value[0] field and render it as the same presentation as `COM_4_RADI_FEET` (read component slot 4, then read the selected component's Radius field and format it as feet) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,Observed in 1 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage; example ability ids 9324; example text: ""A vicious blow to the head that deals {COM_0_VAL0_DAMAGE} and increases the Strength by {COM_1_VAL0_COM_0_VAL0} and also increasing Willpower based on Hatred for the next {COM_1_VAL0_COM_0_DURA_SECONDS}.<BR>Your Dark..."".,9324
VAL0_COM_4_VAL0,COM_1_VAL0_COM_4_VAL0,Value[0],"Read component slot 1 (component id 1244), then read the selected component's Value[0] field and render it as the same presentation as `COM_4_VAL0` (read component slot 4, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 2 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage; example ability ids 1364, 9324; example text: ""A brutal attack that deals {COM_0_VAL0_DAMAGE} to your target and inspires you to push the attack, increasing your Strength by {COM_1_VAL0_COM_0_VAL0} for {COM_1_VAL0_COM_0_DURA_SECONDS}. Will also affect your Oath Fr..."".",1364 9324
VAL0_COM_4_VAL0_DAMAGE,COM_2_VAL0_COM_4_VAL0_DAMAGE,Value[0],"Read component slot 2 (component id 1397), then read the selected component's Value[0] field and render it as the same presentation as `COM_4_VAL0_DAMAGE` (read component slot 4, then read the selected component's Value[0] field and render it as damage in this text context) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 2 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage; example ability ids 1382, 1447; example text: ""You declare that this is where you're making your stand, and nothing will make you change your mind. You are almost guaranteed to block up to the next 4 attacks made against you within {COM_0_DURA_SECONDS}, and you wi..."".",1382 1447
VAL0_COM_6_VAL0_COM_0_VAL0,COM_0_VAL0_COM_6_VAL0_COM_0_VAL0,Value[0],"Read component slot 0 (component id 239), then read the selected component's Value[0] field and render it as the same presentation as `COM_6_VAL0_COM_0_VAL0` (read component slot 6, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,Observed in 1 extracted string occurrence(s); component field Value[0]; component operation ids 15; context tags Damage; example ability ids 1949; example text: ""Don' Feel Nuthin will also cause your target to deal {ABIL_1932_COM_0_VAL0_COM_6_VAL0_COM_0_VAL0}% more damage as long as the barrier is protecting them."".,1949
VAL0_COM_7_VAL1,COM_0_VAL0_COM_7_VAL1,Value[0],"Read component slot 0 (component id 12638), then read the selected component's Value[0] field and render it as the same presentation as `COM_7_VAL1` (read component slot 7, then read the selected component's Value[1] field and insert the raw numeric result into client text) in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,Observed in 1 extracted string occurrence(s); component field Value[0]; component operation ids 23; context tags Damage; example ability ids 9264; example text: ""Deals {COM_0_VAL0_COM_0_VAL0_TOD_SPIRITDAMAGE} over {COM_0_VAL0_COM_0_DURA_SECONDS} and reduces your target's damage and chance to critically hit by {COM_0_VAL0_COM_7_VAL1}%."".,9264
VAL0_CORPOREALDAMAGE,COM_0_VAL0_CORPOREALDAMAGE,Value[0],"Read component slot 0 (component id 1577), then read the selected component's Value[0] field and render it as corporeal damage in this text context",Confirmed,Damage Disarm Heal Silence,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 76 extracted string occurrence(s); component field Value[0]; component operation ids 1, 11, 13, 15, 2, 23, 36; context tags Damage, Disarm, Heal, Silence; example ability ids 10061, 10062, 10063, 10064, 10065, 10066, 10067, 10068, 10069, 10070, 10071, 10248, 10249, 10250, 10251, 10252, 10253, 10254, 10255, 10256, 10257, 10258, 14245, 1522; example text: ""Fires a compact shot directly at the target which deals {COM_0_VAL0_CORPOREALDAMAGE}."".",24 25 28 362 422 1522 1523 1525 1530 1531 1537 1539 1541 1676 1695 1847 1849 8163 8165 8169 8173 8174 8176 8181
VAL0_DAMAGE,COM_0_VAL0_DAMAGE,Value[0],"Read component slot 0 (component id 148), then read the selected component's Value[0] field and render it as damage in this text context",Confirmed,Damage Disarm Heal Immunity Knockback Knockdown Root Silence Snare Stagger Stun,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 612 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 22, 23, 26, 36; context tags Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun; example ability ids 1, 10, 10049, 10050, 10051, 10052, 10053, 10054, 10055, 10056, 10057, 10058, 10059, 10236, 10237, 10238, 10239, 10240, 10241, 10242, 10243, 10244, 10245, 10246; example text: ""May activate to inflict {COM_0_VAL0_DAMAGE} to a target."".",1 3 5 6 7 9 10 11 12 21 22 27 41 42 45 47 48 49 360 361 364 387 388 389
VAL0_ELEMENTALDAMAGE,COM_0_VAL0_ELEMENTALDAMAGE,Value[0],"Read component slot 0 (component id 65), then read the selected component's Value[0] field and render it as elemental damage in this text context",Confirmed,Damage Disarm Heal Silence,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 70 extracted string occurrence(s); component field Value[0]; component operation ids 1, 15, 2, 23, 36; context tags Damage, Disarm, Heal, Silence; example ability ids 10073, 10074, 10075, 10076, 10077, 10078, 10079, 10080, 10081, 10082, 10083, 10260, 10261, 10262, 10263, 10264, 10265, 10266, 10267, 10268, 10269, 10270, 15535, 1586; example text: ""Your Pink Horror flings daemonic fire at it's target, burning them for {ABIL_54_COM_0_VAL0_ELEMENTALDAMAGE} and reducing Elemental Resistance by {ABIL_54_COM_1_VAL0} for the next {ABIL_54_COM_1_DURA_SECONDS}."".",54 57 60 61 366 443 1586 1591 1594 1603 1611 1617 1833 1899 1902 1903 1905 1913 1917 1929 1930 1931 1933 1935
VAL0_HEALTH,COM_1_VAL0_HEALTH,Value[0],"Read component slot 1 (component id 3303), then read the selected component's Value[0] field and render it as health in this text context",Confirmed,Damage Heal,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 73 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 3; context tags Damage, Heal; example ability ids 10389, 10392, 10397, 10401, 10800, 10901, 12, 1388, 1409, 14245, 1474, 1488, 1593, 1596, 1599, 1604, 1618, 1794, 1836, 1863, 18815, 1898, 1904, 1907; example text: ""Pilfer - On Being Hit: 10% chance to steal {COM_1_VAL0_HEALTH} from your attacker."".",12 694 1388 1409 1474 1488 1593 1596 1599 1604 1618 1794 1836 1863 1898 1904 1907 1928 1951 1965 7100 7101 7102 7103
VAL0_SECONDS,COM_1_VAL0_SECONDS,Value[0],"Read component slot 1 (component id 1530), then read the selected component's Value[0] field and render it as seconds in this text context",Confirmed,Damage Disarm Immunity Knockdown Silence Stagger,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 21 extracted string occurrence(s); component field Value[0]; component operation ids 15, 20, 21, 23; context tags Damage, Disarm, Immunity, Knockdown, Silence, Stagger; example ability ids 15114, 15117, 15126, 15512, 1691, 1850, 1867, 1943, 1955, 1956, 8199, 8212, 9030, 9097, 9120, 9291, 9449, 9513, 9515, 9529; example text: ""You release two swift blows that deal {ABIL_3539_COM_0_VAL0_SPIRITDAMAGE} each, interrupting any building attack and will Silence your target for {COM_2_DURA_SECONDS}. The winds then aid group members within 100 feet..."".",1691 1850 1867 1943 1955 1956 8199 8212 9030 9097 9120 9291 9449 9513 9515 9529 15114 15117 15126 15512
VAL0_SPIRITDAMAGE,COM_0_VAL0_SPIRITDAMAGE,Value[0],"Read component slot 0 (component id 9256), then read the selected component's Value[0] field and render it as spirit damage in this text context",Confirmed,Damage Heal Silence Snare Stagger,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 88 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 22, 23, 36; context tags Damage, Heal, Silence, Snare, Stagger; example ability ids 10085, 10086, 10087, 10088, 10089, 10090, 10091, 10092, 10093, 10094, 10095, 10272, 10273, 10274, 10275, 10276, 10277, 10278, 10279, 10280, 10281, 10282, 15195, 18030; example text: ""Your Blue Horror spews out a cone of daemonic energy that inflicts {COM_0_VAL0_SPIRITDAMAGE} to targets up to {COM_0_RADI_FEET} in front of Horror."".",56 58 368 445 8091 8096 8098 8099 8236 8243 8244 8334 8337 8344 8349 8472 8475 8481 8483 8484 8494 8497 8500 8502
VAL0_TOD,COM_0_VAL0_TOD,Value[0],"Read component slot 0 (component id 1792), then read the selected component's Value[0] field and render it as an over-time amount in this text context",Confirmed,Damage Heal Snare,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 17 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 19, 23, 3; context tags Damage, Heal, Snare; example ability ids 1590, 1601, 1623, 1878, 1885, 28423, 28438, 3612, 3613, 3859, 697, 800, 818, 8241, 8558, 9076; example text: ""Deals {COM_0_VAL0_TOD} magical damage over {COM_0_DURA_SECONDS} to your target."".",697 800 818 1590 1601 1623 1878 1885 3612 3613 3859 8241 8558 9076 28423 28438
VAL0_TOD_ACTIONPOINTS,COM_1_VAL0_TOD_ACTIONPOINTS,Value[0],"Read component slot 1 (component id 1461), then read the selected component's Value[0] field and render it as action points over time in this text context",Confirmed,Damage Heal,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 9 extracted string occurrence(s); component field Value[0]; component operation ids 15, 23, 6; context tags Damage, Heal; example ability ids 1426, 1649, 1687, 1911, 8146, 8502, 9249, 9281, 9478; example text: ""A horrible torrent of energy that deals {COM_1_VAL0_SPIRITDAMAGE} every 2 seconds for {COM_1_DURA_SECONDS}. Victims killed while bathed in this flame will return {ABIL_3071_COM_0_VAL0_TOD_ACTIONPOINTS} over {ABIL_3071..."".",1426 1649 1687 1911 8146 8502 9249 9281 9478
VAL0_TOD_CORPOREALDAMAGE,COM_0_VAL0_TOD_CORPOREALDAMAGE,Value[0],"Read component slot 0 (component id 1471), then read the selected component's Value[0] field and render it as corporeal damage over time in this text context",Confirmed,Damage Heal Silence,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 48 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 2; context tags Damage, Heal, Silence; example ability ids 10013, 10014, 10015, 10016, 10017, 10018, 10019, 10020, 10021, 10022, 10023, 10109, 10110, 10111, 10112, 10113, 10114, 10115, 10116, 10117, 10118, 10119, 10200, 10201; example text: ""A powerful swipe with your spanner which smacks all enemies in front of you up to {COM_0_RADI_FEET} away, dealing {COM_0_VAL0_TOD_CORPOREALDAMAGE} over {COM_0_DURA_SECONDS}.<BR>The attack uses the Ranged statistic."".",1513 1514 1515 1539 8185 8189 8553 8556 8560 8563 8565 8576 9471 9486 9501 10013 10014 10015 10016 10017 10018 10019 10020 10021
VAL0_TOD_DAMAGE,COM_0_VAL0_TOD_DAMAGE,Value[0],"Read component slot 0 (component id 3287), then read the selected component's Value[0] field and render it as damage over time in this text context",Confirmed,Damage Heal Silence Snare,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 182 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 23, 36; context tags Damage, Heal, Silence, Snare; example ability ids 10001, 10002, 10003, 10004, 10005, 10006, 10007, 10008, 10009, 10010, 10011, 10097, 10098, 10099, 10100, 10101, 10102, 10103, 10104, 10105, 10106, 10107, 10188, 10189; example text: ""May activate to inflict {COM_0_VAL0_TOD_DAMAGE} over {COM_0_DURA_SECONDS} to all targets within {COM_0_RADI_FEET}."".",2 8 9 46 387 391 431 437 438 606 690 1354 1358 1384 1385 1460 1510 1521 1554 1560 1655 1657 1700 1727
VAL0_TOD_ELEMENTALDAMAGE,COM_0_VAL0_TOD_ELEMENTALDAMAGE,Value[0],"Read component slot 0 (component id 9285), then read the selected component's Value[0] field and render it as elemental damage over time in this text context",Confirmed,Damage Heal Silence Stagger,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 57 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 2, 23, 36; context tags Damage, Heal, Silence, Stagger; example ability ids 10025, 10026, 10027, 10028, 10029, 10030, 10031, 10032, 10033, 10034, 10035, 10121, 10122, 10123, 10124, 10125, 10126, 10127, 10128, 10129, 10130, 10131, 10212, 10213; example text: ""Your Pink Horror forces daemonic power into it's target, lowering the target's chance to critically hit by {COM_1_VAL1}% and dealing {COM_0_VAL0_TOD_ELEMENTALDAMAGE} over {COM_0_DURA_SECONDS}."".",55 367 444 1588 1589 1597 1600 1607 1613 1614 1616 1900 1909 1912 8158 8171 8188 8195 8211 8486 8487 8488 8491 9088
VAL0_TOD_HEALTH,COM_0_VAL0_TOD_HEALTH,Value[0],"Read component slot 0 (component id 11006), then read the selected component's Value[0] field and render it as health over time in this text context",Confirmed,Damage Heal,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 72 extracted string occurrence(s); component field Value[0]; component operation ids 13, 15, 23, 3; context tags Damage, Heal; example ability ids 10393, 1426, 14414, 15675, 15676, 15677, 15678, 15679, 15680, 15681, 15682, 15683, 15684, 15685, 15728, 15729, 15730, 15731, 15732, 15733, 15734, 15735, 15736, 15737; example text: ""Gradually restores {COM_0_VAL0_TOD_HEALTH} over {COM_0_DURA_SECONDS}."".",840 1426 1599 1627 1645 1649 1717 1901 1945 1970 7874 7875 7876 7877 7878 7879 7880 7881 7882 7883 7884 7885 7886 7887
VAL0_TOD_SPIRITDAMAGE,COM_0_VAL0_TOD_SPIRITDAMAGE,Value[0],"Read component slot 0 (component id 9260), then read the selected component's Value[0] field and render it as spirit damage over time in this text context",Confirmed,Damage Heal,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 49 extracted string occurrence(s); component field Value[0]; component operation ids 1, 13, 15, 23, 36; context tags Damage, Heal; example ability ids 10037, 10038, 10039, 10040, 10041, 10042, 10043, 10044, 10045, 10046, 10047, 10133, 10134, 10135, 10136, 10137, 10138, 10139, 10140, 10141, 10142, 10143, 10224, 10225; example text: ""Your Flamer hurls a gout of daemonic fire that will strike it's target and those {COM_0_RADI_FEET} around them, dealing {COM_0_VAL0_TOD_SPIRITDAMAGE} over {COM_0_DURA_SECONDS}."".",59 371 448 8271 8471 8482 8489 8497 9045 9187 9239 9241 9247 9405 10037 10038 10039 10040 10041 10042 10043 10044 10045 10046
VAL1,COM_1_VAL1,Value[1],"Read component slot 1 (component id 3300), then read the selected component's Value[1] field and insert the raw numeric result into client text",Confirmed,Damage Heal Immunity Knockback Knockdown Snare Stun,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 595 extracted string occurrence(s); component field Value[1]; component operation ids 11, 13, 15, 2, 22, 23, 26, 33, 35, 36; context tags Damage, Heal, Immunity, Knockback, Knockdown, Snare, Stun; example ability ids 10157, 10158, 10159, 10160, 10161, 10162, 10345, 10346, 10350, 10352, 10354, 10356, 10358, 10359, 10360, 10364, 10367, 10368, 10381, 10383, 10407, 10412, 10415, 10416; example text: ""Your Squig injects a deadly poison in to it's target, dealing {COM_0_VAL0_TOD_DAMAGE} over {COM_0_DURA_SECONDS} and reducing their chance to critically hit by  {COM_1_VAL1}% for {COM_1_DURA_SECONDS}."".",8 43 55 428 500 504 567 585 613 649 713 797 823 841 1362 1363 1367 1383 1385 1386 1388 1394 1396 1398
VAL1_ACTIONPOINTS,COM_0_VAL1_ACTIONPOINTS,Value[1],"Read component slot 0 (component id 3156), then read the selected component's Value[1] field and render it as action points in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 7 extracted string occurrence(s); component field Value[1]; component operation ids 22; context tags Damage; example ability ids 1711, 1858, 1867, 1955, 8283, 9120, 9291; example text: ""Increases damage on Big Slash to {ABIL_1680_COM_1_VAL0} and reduces cost by {COM_0_VAL1_ACTIONPOINTS}."".",1711 1858 1867 1955 8283 9120 9291
VAL1_DAMAGE,COM_0_VAL1_DAMAGE,Value[1],"Read component slot 0 (component id 1093), then read the selected component's Value[1] field and render it as damage in this text context",Confirmed,Damage Heal,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 93 extracted string occurrence(s); component field Value[1]; component operation ids 13, 15, 22, 23; context tags Damage, Heal; example ability ids 10284, 10285, 10286, 10287, 10288, 10289, 10290, 10291, 10292, 10293, 10294, 10351, 10355, 10406, 1420, 14419, 15195, 1593, 1639, 1728, 1799, 18035, 18104, 18105; example text: ""Each group member within 100 feet is surrounded by a protective shield for the next {COM_0_DURA_SECONDS} that will absorb up to {COM_0_VAL1_DAMAGE} from melee abilities."".",696 1420 1593 1639 1728 1799 1906 7266 7267 7268 7269 7270 7271 7272 7273 7274 7275 7276 7277 7278 7279 7280 7281 7282
VAL1_SECONDS,COM_0_VAL1_SECONDS,Value[1],"Read component slot 0 (component id 1540), then read the selected component's Value[1] field and render it as seconds in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 5 extracted string occurrence(s); component field Value[1]; component operation ids 22; context tags Damage; example ability ids 10353, 10357, 1704, 8354; example text: ""A sudden rage makes you want to take down your enemies even faster. All your build times are reduced by {COM_0_VAL1_SECONDS} for {COM_0_DURA_SECONDS}."".",1704 8354 10353 10357
VAL1_TOD_DAMAGE,COM_2_VAL1_TOD_DAMAGE,Value[1],"Read component slot 2 (component id 12832), then read the selected component's Value[1] field and render it as damage over time in this text context",Confirmed,Damage,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,"Observed in 1 extracted string occurrence(s); component field Value[1]; component operation ids 22; context tags Damage; example ability ids 9244; example text: ""You cleanse an ally's wound and remove one Ailment or Hex. If an effect is removed, your ally will absorb up to {COM_2_VAL1_TOD_DAMAGE} over {COM_2_DURA_SECONDS}."".",9244
